character;dialoge;class;pos_value;neg_value
THREEEPIO;I've decided that we're going to stay here.;neu;0.3528375101928984;0.6471624898071016
THREEEPIO;"Oh, my! They will be captured!";neu;0.6784886299495198;0.32151137005048025
THREEEPIO;" Wa -wait! Wait, come back! Artoo, stay with me.";neu;0.41788640075292616;0.5821135992470738
THREEEPIO;"Hello! I mean, over there! Were you looking for me?";neu;0.2826562724199933;0.7173437275800068
THREEEPIO;"Well, they're on their way. Artoo, are you sure it was a good idea?";neu;0.47441273073135554;0.5255872692686445
THREEEPIO;We surrender.;neu;0.5833333333333333;0.41666666666666674
THREEEPIO;" Ohhh ! Back off, Artoo.";neu;0.4985149589516891;0.5014850410483109
THREEEPIO;"Going? What do you mean, you're going. But-- but going where, Artoo? No, what! Artoo! Oh, this is no time for heroics. Come back!";neu;0.5582929242494268;0.4417070757505732
THREEEPIO;We're coming!;neu;0.5167364016736399;0.4832635983263601
THREEEPIO;"Oh, Artoo, quick!";neu;0.46899224806201556;0.5310077519379844
THREEEPIO;"My God! Artoo, why did you have to be so brave?";neu;0.34875264405675094;0.651247355943249
THREEEPIO;"Oh Princess Leia, are you alright?";neu;0.61691154077711;0.38308845922289003
THREEEPIO;Oh dear.;neu;0.4318181818181817;0.5681818181818183
THREEEPIO;They did it!;neu;0.45148395575512007;0.54851604424488
READ;Someone who loves you.;neu;0.5553536698309465;0.4446463301690535
READ;I have to get you out of here.;neu;0.39079041601065356;0.6092095839893464
READ;We have powerful friends. You will regret this...;pos;0.8303326282773263;0.16966737172267365
READ;Ugh!;neg;0.14705882352941174;0.8529411764705883
READ;I'm here.;neu;0.45654911838790946;0.5434508816120905
READ;Let's go. We have to get out of here fast.;neu;0.31796150621361013;0.6820384937863899
READ;That's all any of us can see.;neu;0.5019743426213438;0.49802565737865623
READ;He means You're welcome.;neu;0.6032947359557018;0.3967052640442982
READ;Quickly. The Alliance should already be assembled.;neu;0.6518557775667467;0.34814422243325327
READ;I wonder who they found to do this.;neu;0.4986031395438491;0.501396860456151
READ;"Uh, General... count on me.";neu;0.5484163286441698;0.4515836713558302
READ;What is it?;neu;0.49250000000000005;0.5075
READ;"Hey, are you awake?";neg;0.23682413415531822;0.7631758658446818
READ;"Come on, general, let's go.";neu;0.5568597720380637;0.4431402279619363
READ;Now let's find out if that code is worth the price we paid.;neu;0.5030747708411711;0.49692522915882886
READ;Shall we try to go for a walk?;neu;0.7465836352535317;0.25341636474646834
READ;Over there! Two more!;neu;0.498886685856379;0.501113314143621
READ;Stop it!;neu;0.4849137931034482;0.5150862068965518
READ;I won't hurt you.;neu;0.6036686838124053;0.39633131618759465
READ;"Well, it looks like I'm stuck here. Problem is, I don't know where it is.";neg;0.19329474969547844;0.8067052503045216
READ;"Well, maybe you can help me. Come on, sit down.";neu;0.3094883789429037;0.6905116210570963
READ;I promise I won't hurt you. Now come here.;neu;0.4168432432775093;0.5831567567224907
READ;Alright. Want something to eat?;neu;0.40117727920960927;0.5988227207903907
READ;That's right. Let's go. Hmmm?;neg;0.06293952180028117;0.9370604781997188
READ;"Look, it's a hat. It won't hurt you. Look. You're a nervous little thing, aren't you?";neu;0.6273443043304604;0.3726556956695396
READ;What is it?;neu;0.49250000000000005;0.5075
READ;"Come on, let's get out of here.";neu;0.37225701616052587;0.6277429838394741
READ;Ah!;neu;0.5;0.5
READ;" ""But these are my friends. Threepio, tell them they must be released.""";pos;0.7558856851421052;0.2441143148578948
READ;I don't know.;neu;0.47609561752988055;0.5239043824701195
READ;Just a little bit. She died when I was very young.;neu;0.6558540229977989;0.34414597700220106
READ;"Just... images, really. Feelings.";neu;0.7032262164280604;0.2967737835719396
READ;She was very pretty. Kind but... sad. Why are you asking me all this?;neu;0.3467295600367297;0.6532704399632703
READ;"Luke, tell me. What's bothering you?";neu;0.5066272644463575;0.49337273555364247
READ;How do you know?;neu;0.45146324146011463;0.5485367585398854
READ;Why?;neu;0.40459965928449737;0.5954003407155026
READ;Your father?;neu;0.6152934372590294;0.3847065627409706
READ;"Luke, don't talk like that. You have a power that I... I don't understand and could never have.";neu;0.5870586069590151;0.41294139304098487
READ;I know. Somehow...I always knew.;neu;0.4762831729385362;0.5237168270614638
READ;"No! Luke, run away. If he can feel your presence, then get out of this place. I wish I could go with you.";neu;0.5177469439192822;0.4822530560807178
READ;But why should you confront him?;neu;0.3166489655230132;0.6833510344769869
READ;Nothing. I - just want to be alone for a while.;neu;0.4161149736856563;0.5838850263143437
READ;I...I can't tell you.;neu;0.5445355488838589;0.4554644511161411
READ;I...;neu;0.5;0.5
READ;Hold me.;neu;0.5;0.5
READ;The main entrance to the control bunker is on the other side of the landing pad. This won't be easy.;pos;0.9678531822578857;0.03214681774211425
READ;What is he saying?;neu;0.4577340119495464;0.5422659880504537
READ;"Well, it only takes one to sound the alarm.";neu;0.6326323864380872;0.36736761356191283
READ;Silent.;neu;0.5377358490566038;0.46226415094339623
READ;"Oh, no.";neu;0.5;0.5
READ;Han! Hurry! The fleet will be here any minute now.;pos;0.8139319215431186;0.18606807845688145
READ;The code has changed. We need Artoo!;neu;0.41783872797421345;0.5821612720257865
READ;"Artoo, where are you? We need you in the bunker immediately.";pos;0.8517062144493398;0.1482937855506602
READ;I'll cover you.;neu;0.4971976631360386;0.5028023368639614
READ;Not bad.;neu;0.34006104107661833;0.6599389589233817
READ;I know.;neu;0.47609561752988055;0.5239043824701195
VADER;"You may dispense with the pleasantries, Commander. I'm here to get you back on schedule.";neu;0.34575900941040294;0.6542409905895971
VADER;Maybe I can find new ways to motivate them.;pos;0.817884319309239;0.182115680690761
VADER;The Emperor does not share your optimistic assessment of the situation.;pos;0.9625132779254153;0.0374867220745847
VADER;Then maybe you can tell him when he arrives.;neu;0.4493428820080255;0.5506571179919745
VADER;"Correct, Commander. And he is very unhappy with your apparent lack of progress.";neu;0.5544937350762944;0.4455062649237056
VADER;"I hope so, Commander, for your sake. The Emperor is not as forgiving as I am.";neu;0.4900006919048197;0.5099993080951803
VADER;The Death Star will be completed on time.;neu;0.6677767465183756;0.3322232534816244
VADER;"Yes, my Master.";neu;0.5733490566037733;0.42665094339622667
VADER;As you wish.;neu;0.48773552337518405;0.5122644766248159
VADER;"What is your order, my Master?";neu;0.6873294156994563;0.31267058430054373
VADER;And the reports of the Rebel fleet massing near Sullust?;pos;0.9489771662795663;0.0510228337204337
VADER;"Yes, my Master.";neu;0.5733490566037733;0.42665094339622667
VADER;Where is this ship going?;neu;0.49392055980564814;0.5060794401943518
VADER;Do they have a code authorization?;neu;0.39328504741566606;0.6067149525843339
VADER;No. Leave them to me. I'll deal with them myself.;neu;0.6290473392219225;0.37095266077807754
VADER;The Emperor will see me now!;pos;0.8208041082826245;0.1791958917173755
VADER;A small rebel force penetrated the shield and landed on Endor.;pos;0.8590559771019465;0.14094402289805352
VADER;My son is with them.;neu;0.5832890721396198;0.4167109278603802
VADER;"I felt it, my Master.";neu;0.6952725582630633;0.30472744173693667
VADER;"They are clear, my Master.";neu;0.7029290726084498;0.29707092739155017
VADER;Will he come to me?;neu;0.526989194039896;0.47301080596010403
VADER;As you wish.;neu;0.48773552337518405;0.5122644766248159
VADER;"Good work, Commander. Leave us. Conduct your search and bring your companions to me.";neu;0.6072528120878806;0.3927471879121194
VADER;The Emperor was waiting for you.;neu;0.7270093634291831;0.2729906365708169
VADER;So you've accepted the truth.;pos;0.7610619542614411;0.23893804573855892
VADER;This name has no more meaning to me.;neu;0.5389648664547313;0.4610351335452687
VADER;I see you've built a new lightsaber.;pos;0.9002981752473439;0.0997018247526561
VADER;"Your abilities are complete. Indeed, you are powerful, as the Emperor predicted.";pos;0.8991187639273519;0.1008812360726481
VADER;Obi-Wan has already thought like you.;neu;0.4226998599017494;0.5773001400982506
VADER;You do not know the power of the dark side. I must obey my master.;neu;0.6417627464985431;0.35823725350145685
VADER;If that's your fate.;neu;0.6421101776272741;0.35788982237272593
VADER;"It's too late for me, son. The Emperor will show you the true nature of the Force. He is your master now.";pos;0.9747723302148702;0.025227669785129803
VADER;Your lightsaber.;pos;0.8457782883400351;0.1542217116599649
VADER;"It is useless to resist, my son.";neu;0.6194741277867891;0.3805258722132109
VADER;Obi-Wan taught you well.;neu;0.6717311896262548;0.3282688103737452
VADER;You are reckless to lower your defenses.;neu;0.544923417955558;0.455076582044442
VADER;There is no conflict.;neu;0.5083639199853184;0.4916360800146816
VADER;"You underestimate the power of the dark side. If you don't fight, then you will meet your destiny.";pos;0.8631923742340547;0.1368076257659453
VADER;"You can't hide forever, Luke.";neu;0.3833520829072058;0.6166479170927942
VADER;"Surrender to the dark side. It's the only way to save your friends. Yes, your thoughts betray you. Your feelings for them are strong. Especially for...";pos;0.9668432816957265;0.03315671830427347
VADER;"Sister! So... you have a twin. Your feelings have now betrayed you too. Obi-Wan was wise to hide you from me. Now his failure is complete. If you don't transform to the dark side, so maybe she will.";neg;0.18613292445038446;0.8138670755496156
VADER;"Luke, help me take off this mask.";neu;0.5033716999957605;0.4966283000042395
VADER;Nothing can stop this now. Just for once...let me look at you with my own eyes.;neu;0.41914003476243444;0.580859965237565
